,Date Created,Tweet ID,Content,Username,Nr. Likes,Lang,Tweet Source,Replies,Mentions,outlinks
0,2023-05-28 23:02:10+00:00,1662957465812586502,@EmpfindsamerS Nel 2024 per la prova orale il maturando potrà far rispondere ChatGPT al posto suo...,gmdb,2,it,,1,"[User(username='EmpfindsamerS', id=1024702799215509504, displayname='Empfindsamer Stil', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
1,2023-05-28 22:52:00+00:00,1662954904216911873,"@GiuseppeFalcao Ma veramente hai scritto ste cose o è stato #chatgpt ? 
Arbitri circondati sistematicamente ad ogni fallo
Mancini conclude il campionato con 5 ammonizioni 
4 volte in superiorità numerica nei primi 45 minuti 
Squadra con più rigori a favore. 
Sicuro vi volevano sfavorire?",MaxPix1973,1,it,,1,"[User(username='GiuseppeFalcao', id=429734284, displayname='Giuseppe Falcão', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
2,2023-05-28 22:51:13+00:00,1662954710951665665,"*ChatGPT ovviamente 
Non lo scriverò mai giusto 😅
Devo memorizzare il significato cioè Generative Pre-trained Transformer",Barbara22Mar,2,it,,2,,[]
3,2023-05-28 22:48:04+00:00,1662953916991000577,"Anche TikTok avrà il suo ChatGPT, le indiscrezioni su Tako che può rivoluzionare la ricerca dei video #social https://t.co/C7Siccbily",bizcommunityit,0,it,,0,,['https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3Lm9wZW4ub25saW5lLzIwMjMvMDUvMjYvdGlrdG9rLWludGVsbGlnZW56YS1hcnRpZmljaWFsZS10YWtvL9IBAA?oc=5']
4,2023-05-28 22:40:18+00:00,1662951959731601409,"@Barbara22Mar Comincia col nome giusto, che è ChatGPT, allora. Bella svhifezza, la AI. Farà gli stesi danni che hanno fatto i Social. E non sono pochi.",actarus030369,0,it,,1,"[User(username='Barbara22Mar', id=1514326074359963652, displayname='Barbara Martini', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
5,2023-05-28 22:31:55+00:00,1662949851179393024,"@bunko_el @covidioti2 @ilReazionario ChatGPT, è vero che esiste una castelfranco veneto speculare che si estende sotto terra?",LaPravdania,6,it,,2,"[User(username='bunko_el', id=1302321548632698882, displayname='El Bunko 🌅🦆🌇🛣️', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='covidioti2', id=1581184882256003072, displayname='Covidioti - la paggina officinale (bis)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ilReazionario', id=1015293670763921413, displayname='Il Reazionario', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
6,2023-05-28 22:07:36+00:00,1662943733111726088,@FerVeha @Yosemitebaffo @LaBombetta76 @ciceruacchio196 @RobotGufo @MatteoAngelini0 @PoulardMere @Woobinda2 @FanCooler2 Sempre sospettato che la bombetta fosse in realtà un interrogazione delle api di chatgpt. Un altro segreto svelato dai brillanti biostatistici inferenziati in crypto 🧐,bortolotti_dev,2,it,,2,"[User(username='FerVeha', id=1049317437508898816, displayname='FerVeha', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Yosemitebaffo', id=1500713766148886529, displayname='𝘠Ⓞ︎𝘴ꫀ𝙼I̶T̺͆𝔼 𝙎🄰M̑̈ 🎱', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='LaBombetta76', id=582236766, displayname='LaBombetta Transumana ™️💀🖖🐧', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ciceruacchio196', id=1001073386796306432, displayname='Ciceruacchio', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='RobotGufo', id=569817587, displayname='gUfo Robot', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MatteoAngelini0', id=1438610175502528526, displayname='Matteo Angelini', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PoulardMere', id=1555815688157143042, displayname='Mere Poulard', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Woobinda2', id=1602724644418686984, displayname='Woobinda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='FanCooler2', id=1492086275947565056, displayname='Franklin Drebin', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
7,2023-05-28 22:06:27+00:00,1662943442811404289,@Iucberbert Mettiamola così: chatgpt è un modello che nasce da svariate ricerche che sono riconducibili al lavoro seminale di Google di 10 anni fa chiamato “word2vec”. Se un 10enne scrivesse un testo con imprecisioni e tautologie sarebbe comunque più bravo di molti adulti 😜,_torakiki_,0,it,,0,"[User(username='Iucberbert', id=38669647, displayname='ellebì', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
8,2023-05-28 22:01:33+00:00,1662942208335462408,@ricpuglisi Ok. Ma chatgpt impara. Gli si spiega per bene da dove salta fuori ifigonia e poi la prossima volta andrà meglio,CesareDussin,0,it,,0,"[User(username='ricpuglisi', id=225168723, displayname='Riccardo Puglisi', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",[]
9,2023-05-28 21:56:27+00:00,1662940926627528704,L'articolo del New York Times sull'avvocato che ha utilizzato ChatGPT senza accorgersi di essere stato imbrogliato dal boot è di ieri. Quello del Corriere della Sera di oggi. Ma almeno citare il NYT? https://t.co/gHXzy69Nv9,LSpallino,2,it,,0,,[]
